cell_name,cohort,dop_peak_theta_c1_chg,dop_peak_theta_c5_chg,dop_peak_theta_c1_dis,dop_peak_theta_c5_dis,dop_peak_theta_shift_chg_c1c5,dop_peak_theta_shift_dis_c1c5
AR4123,AR,54.18,57.06,68.76,67.68,2.8800000000000026,-1.0799999999999983
AR4127,AR,57.06,52.02,60.66,63.17999999999999,-5.039999999999999,2.519999999999996
AR4128,AR,56.7,60.48,69.84,68.04,3.779999999999994,-1.7999999999999972
AR4130,AR,52.02,47.88,65.34,69.84,-4.140000000000001,4.5
AR4131,AR,49.68000000000001,47.52,67.68,67.68,-2.1600000000000037,0.0
AR4135,AR,72.18,52.02,74.16000000000001,72.0,-20.160000000000004,-2.160000000000011
AR4138,AR,43.019999999999996,49.68000000000001,69.84,69.84,6.660000000000011,0.0
AR4139,AR,45.18,45.18,69.84,67.68,0.0,-2.1599999999999966
AR4142,AR,52.38000000000001,52.559999999999995,69.84,69.12,0.1799999999999855,-0.7199999999999989
AR4143,AR,49.86000000000001,49.86000000000001,67.68,69.84,0.0,2.1599999999999966
AR4144,AR,52.02,49.86000000000001,67.68,67.68,-2.1599999999999966,0.0
AR4145,AR,52.02,52.2,67.68,67.68,0.17999999999999972,0.0
AR4146,AR,49.86000000000001,47.7,67.68,67.68,-2.1600000000000037,0.0
AR4147,AR,52.02,50.040000000000006,67.68,67.68,-1.9799999999999969,0.0
AR4148,AR,49.86000000000001,49.86000000000001,66.24,63.17999999999999,0.0,-3.0600000000000023
AR4149,AR,81.18,74.33999999999999,63.17999999999999,65.34,-6.840000000000018,2.160000000000011
AR4162,AR,58.67999999999999,65.52,69.84,69.84,6.840000000000003,0.0
AR4163,AR,56.52,58.5,67.68,69.84,1.9799999999999969,2.1599999999999966
AR4164,AR,58.85999999999999,59.03999999999999,68.22,69.84,0.17999999999999972,1.6200000000000045
AR4165,AR,57.78,60.48,69.84,72.18,2.6999999999999957,2.3400000000000034
AR4166,AR,59.21999999999999,56.34,67.68,72.18,-2.8799999999999883,4.5
AR4167,AR,58.32,54.36,67.68,67.68,-3.960000000000001,0.0
AR4168,AR,49.86000000000001,47.52,57.78,61.919999999999995,-2.3400000000000034,4.1399999999999935
AR4169,AR,50.040000000000006,62.81999999999999,56.34,54.18,12.779999999999987,-2.1600000000000037
AR4170,AR,49.86000000000001,50.040000000000006,70.2,69.48,0.17999999999999972,-0.7199999999999989
AR4177,AR,52.2,49.86000000000001,67.68,68.04,-2.3399999999999963,0.35999999999999943
AR4179,AR,54.36,49.86000000000001,67.68,67.68,-4.499999999999993,0.0
AR4181,AR,52.02,47.52,60.839999999999996,60.839999999999996,-4.5,0.0
AR4184,AR,49.68000000000001,50.040000000000006,69.84,67.68,0.35999999999999943,-2.1599999999999966
AR4185,AR,49.68000000000001,47.88,62.279999999999994,63.36,-1.8000000000000043,1.0800000000000054
AR4187,AR,49.68000000000001,47.88,69.84,72.72,-1.8000000000000043,2.8799999999999955
AR4188,AR,49.86000000000001,47.88,56.52,58.67999999999999,-1.980000000000004,2.1599999999999895
AR4191,AR,54.9,50.220000000000006,56.52,60.3,-4.679999999999993,3.779999999999994
AR4193,AR,54.18,49.68000000000001,58.67999999999999,58.67999999999999,-4.499999999999993,0.0
AR4194,AR,54.36,49.68000000000001,59.93999999999999,63.54,-4.679999999999993,3.6000000000000085
AR4195,AR,54.18,49.86000000000001,54.18,56.34,-4.319999999999993,2.1600000000000037
AR4197,AR,54.18,47.88,51.300000000000004,56.34,-6.299999999999997,5.039999999999999
AR4198,AR,54.18,47.88,49.68000000000001,56.7,-6.299999999999997,7.019999999999996
AR4199,AR,52.02,49.86000000000001,56.34,60.839999999999996,-2.1599999999999966,4.499999999999993
AR4201,AR,50.040000000000006,50.040000000000006,58.67999999999999,60.839999999999996,0.0,2.1600000000000037
AR4216,AR,49.86000000000001,47.52,52.02,56.34,-2.3400000000000034,4.32
AR4217,AR,49.86000000000001,50.220000000000006,54.18,54.18,0.35999999999999943,0.0
AR4229,AR,49.68000000000001,74.88,60.839999999999996,61.739999999999995,25.19999999999999,0.8999999999999986
AR4230,AR,49.86000000000001,50.760000000000005,65.7,67.68,0.8999999999999986,1.980000000000004
AR4231,AR,49.86000000000001,56.88,62.81999999999999,67.68,7.019999999999996,4.860000000000014
AR4232,AR,45.18,47.88,54.18,54.18,2.700000000000003,0.0
AR4233,AR,47.52,52.2,54.18,54.18,4.68,0.0
AR4234,AR,NaN,NaN,NaN,NaN,NaN,NaN
AR4239,AR,54.36,65.34,69.84,65.34,10.980000000000004,-4.5
AR4240,AR,54.9,70.02,74.33999999999999,67.68,15.119999999999997,-6.659999999999982
AR4242,AR,53.46,74.33999999999999,74.33999999999999,72.18,20.87999999999999,-2.1599999999999824
AR4244,AR,55.8,72.36,67.68,64.8,16.560000000000002,-2.8800000000000097
AR4246,AR,54.36,67.68,72.18,72.18,13.320000000000007,0.0
AR4255,AR,54.36,47.52,69.84,69.84,-6.839999999999996,0.0
AR4256,AR,52.38000000000001,47.7,67.68,69.84,-4.680000000000007,2.1599999999999966
AR4259,AR,54.54,52.2,64.44,61.019999999999996,-2.3399999999999963,-3.4200000000000017
AR4261,AR,56.34,52.38000000000001,67.68,65.34,-3.9599999999999937,-2.3400000000000034
AR4262,AR,55.98,52.2,69.84,65.34,-3.779999999999994,-4.5
AR4263,AR,52.38000000000001,53.46,76.67999999999999,74.33999999999999,1.0799999999999912,-2.3400000000000034
AR4264,AR,69.66,72.9,67.68,67.68,3.240000000000009,0.0
AR4265,AR,64.98,62.459999999999994,74.33999999999999,74.33999999999999,-2.5200000000000102,0.0
AR4267,AR,52.02,45.36,51.84,58.67999999999999,-6.660000000000004,6.839999999999989
AR4268,AR,49.86000000000001,45.54,63.17999999999999,63.54,-4.320000000000007,0.36000000000000654
AR4269,AR,49.68000000000001,49.86000000000001,62.459999999999994,59.21999999999999,0.17999999999999972,-3.240000000000002
AR4270,AR,50.400000000000006,48.06,65.16,62.81999999999999,-2.3400000000000034,-2.3400000000000034
AR4271,AR,50.760000000000005,48.06,66.6,70.74000000000001,-2.700000000000003,4.140000000000015
AR4272,AR,47.7,47.52,54.18,60.839999999999996,-0.17999999999999972,6.659999999999997
AR4273,AR,52.2,73.62,58.14,60.11999999999999,21.42,1.9799999999999898
AR4275,AR,54.54,50.040000000000006,67.32,70.02,-4.499999999999993,2.700000000000003
AR4276,AR,52.559999999999995,48.96,60.839999999999996,63.17999999999999,-3.5999999999999943,2.3399999999999963
AR4277,AR,54.54,47.88,65.52,67.68,-6.659999999999997,2.160000000000011
AR4278,AR,54.36,48.96,66.06,67.68,-5.399999999999999,1.6200000000000045
AR4282,AR,54.36,47.88,60.839999999999996,56.34,-6.479999999999997,-4.499999999999993
AR4284,AR,52.739999999999995,47.7,72.18,62.81999999999999,-5.039999999999992,-9.360000000000014
AR4289,AR,52.02,47.7,54.72,55.44,-4.32,0.7199999999999989
AR4292,AR,NaN,52.2,57.24,72.36,NaN,15.119999999999997
AR4293,AR,59.21999999999999,54.18,68.4,65.16,-5.039999999999992,-3.240000000000009
AR4304,AR,59.03999999999999,54.18,65.52,67.68,-4.859999999999992,2.160000000000011
AR4305,AR,58.67999999999999,52.38000000000001,52.02,54.18,-6.299999999999983,2.1599999999999966
AR4306,AR,59.39999999999999,54.36,64.08,67.68,-5.039999999999992,3.6000000000000085
AR4307,AR,52.02,49.86000000000001,49.68000000000001,56.34,-2.1599999999999966,6.659999999999997
AR4309,AR,52.02,52.02,63.17999999999999,61.919999999999995,0.0,-1.259999999999998
AR4310,AR,49.86000000000001,47.7,56.34,58.67999999999999,-2.1600000000000037,2.339999999999989
AR4311,AR,52.02,52.38000000000001,65.34,65.34,0.36000000000000654,0.0
AR4313,AR,56.52,58.85999999999999,47.52,47.52,2.339999999999989,0.0
AR4315,AR,52.02,45.18,56.34,58.67999999999999,-6.840000000000003,2.339999999999989
AR4317,AR,52.02,45.54,54.18,58.67999999999999,-6.480000000000004,4.499999999999993
AR4318,AR,52.02,45.36,56.34,58.67999999999999,-6.660000000000004,2.339999999999989
AR4319,AR,52.02,45.54,67.14,65.52,-6.480000000000004,-1.6200000000000045
AR4343,AR,54.18,49.86000000000001,55.8,56.52,-4.319999999999993,0.720000000000006
AR4344,AR,54.54,49.86000000000001,56.52,64.98,-4.679999999999993,8.46
AR4345,AR,54.18,49.86000000000001,56.52,60.11999999999999,-4.319999999999993,3.599999999999987
AR4352,AR,54.18,47.88,65.34,67.68,-6.299999999999997,2.3400000000000034
AR4353,AR,56.52,47.88,63.17999999999999,67.32,-8.64,4.140000000000001
AR4354,AR,52.559999999999995,47.7,67.68,70.02,-4.859999999999992,2.339999999999989
AR4355,AR,52.2,48.24,62.099999999999994,69.84,-3.960000000000001,7.740000000000009
AR4356,AR,52.919999999999995,48.24,72.18,69.84,-4.679999999999993,-2.3400000000000034
AR4357,AR,52.02,49.86000000000001,72.18,69.84,-2.1599999999999966,-2.3400000000000034
AR4359,AR,53.46,50.040000000000006,57.78,59.93999999999999,-3.4199999999999946,2.1599999999999895
AR4363,AR,52.02,47.52,54.18,58.67999999999999,-4.5,4.499999999999993
AR4366,AR,55.44,49.86000000000001,49.68000000000001,49.68000000000001,-5.579999999999991,0.0
AR4367,AR,54.18,47.88,49.68000000000001,52.02,-6.299999999999997,2.3399999999999963
AR4368,AR,55.8,49.86000000000001,47.52,49.68000000000001,-5.939999999999991,2.1600000000000037
AR4379,AR,52.02,49.86000000000001,54.18,54.18,-2.1599999999999966,0.0
AR4380,AR,55.44,69.84,49.68000000000001,49.68000000000001,14.400000000000006,0.0
AR4384,AR,58.67999999999999,55.44,58.67999999999999,60.839999999999996,-3.239999999999995,2.1600000000000037
AR4388,AR,52.739999999999995,50.580000000000005,72.18,72.18,-2.1599999999999895,0.0
AR4389,AR,50.040000000000006,47.52,69.3,65.34,-2.520000000000003,-3.9599999999999937
AR4394,AR,54.18,51.300000000000004,67.68,70.56,-2.8799999999999955,2.8799999999999955
AR4395,AR,52.919999999999995,52.02,63.54,59.03999999999999,-0.8999999999999915,-4.500000000000007
AR4401,AR,52.02,49.86000000000001,58.67999999999999,68.04,-2.1599999999999966,9.360000000000014
AR4402,AR,54.18,50.040000000000006,72.72,76.5,-4.1399999999999935,3.780000000000001
AR4403,AR,54.00000000000001,50.400000000000006,67.68,64.98,-3.6000000000000014,-2.700000000000003
AR4410,AR,54.72,69.84,63.17999999999999,64.62,15.120000000000005,1.440000000000012
AR4411,AR,57.06,74.52,69.84,67.68,17.459999999999994,-2.1599999999999966
AR4412,AR,54.54,78.66,61.019999999999996,63.17999999999999,24.119999999999997,2.1599999999999966
AR4421,AR,52.02,47.52,60.48,60.48,-4.5,0.0
AR4423,AR,54.18,47.52,59.21999999999999,58.49999999999999,-6.659999999999997,-0.7199999999999989
AR4424,AR,52.02,47.52,60.11999999999999,62.81999999999999,-4.5,2.700000000000003
AR4426,AR,54.18,47.52,73.44000000000001,72.36,-6.659999999999997,-1.0800000000000125
AR4427,AR,54.36,49.68000000000001,59.57999999999999,67.68,-4.679999999999993,8.100000000000016
AR4428,AR,54.36,50.760000000000005,60.3,72.18,-3.5999999999999943,11.88000000000001
AR4429,AR,54.18,56.88,68.22,69.48,2.700000000000003,1.2600000000000051
AR4430,AR,54.72,58.5,60.839999999999996,63.17999999999999,3.780000000000001,2.3399999999999963
AR4431,AR,56.52,58.85999999999999,52.02,51.84,2.339999999999989,-0.17999999999999972
AR4432,AR,54.18,56.52,58.67999999999999,63.17999999999999,2.3400000000000034,4.5
AR4433,AR,52.02,50.400000000000006,58.67999999999999,60.839999999999996,-1.6199999999999974,2.1600000000000037
AR4434,AR,52.02,54.54,56.52,56.34,2.519999999999996,-0.17999999999999972
AR4435,AR,61.739999999999995,54.18,56.34,60.839999999999996,-7.559999999999995,4.499999999999993
AR4439,AR,54.36,48.42,72.18,70.02,-5.939999999999998,-2.160000000000011
AR4440,AR,54.36,48.06,67.68,65.34,-6.299999999999997,-2.3400000000000034
AR4441,AR,54.18,49.86000000000001,69.84,69.84,-4.319999999999993,0.0
AR4456,AR,52.02,47.52,56.34,56.34,-4.5,0.0
AR4478,AR,52.2,52.02,63.17999999999999,60.839999999999996,-0.17999999999999972,-2.3399999999999963
AR4479,AR,75.42,74.33999999999999,54.18,51.84,-1.0800000000000125,-2.3399999999999963
AR4480,AR,NaN,NaN,NaN,NaN,NaN,NaN
AR4495,AR,52.919999999999995,47.7,54.18,54.18,-5.219999999999992,0.0
AR4496,AR,54.36,48.06,58.67999999999999,60.839999999999996,-6.299999999999997,2.1600000000000037
AR4501,AR,63.72,74.25,65.34,68.4,10.530000000000001,3.0600000000000023
AR4502,AR,54.36,51.84,63.17999999999999,65.34,-2.519999999999996,2.160000000000011
AR4503,AR,57.96,67.5,68.22,68.4,9.54,0.18000000000000682
AR4504,AR,NaN,NaN,NaN,NaN,NaN,NaN
AR4513,AR,NaN,NaN,NaN,NaN,NaN,NaN
AR4515,AR,54.18,47.52,56.52,60.11999999999999,-6.659999999999997,3.599999999999987
AR4516,AR,71.28,81.18,49.68000000000001,49.68000000000001,9.900000000000006,0.0
AR4526,AR,52.02,47.52,47.34,49.68000000000001,-4.5,2.3400000000000034
AR4527,AR,52.02,47.52,47.34,47.34,-4.5,0.0
AR4530,AR,54.18,49.86000000000001,49.68000000000001,51.84,-4.319999999999993,2.1599999999999966
AR4531,AR,52.02,49.86000000000001,51.84,49.68000000000001,-2.1599999999999966,-2.1599999999999966
AR4532,AR,57.06,47.88,51.84,56.34,-9.18,4.5
AR4534,AR,54.18,49.86000000000001,58.67999999999999,60.839999999999996,-4.319999999999993,2.1600000000000037
AR4535,AR,54.36,49.68000000000001,52.02,60.3,-4.679999999999993,8.279999999999994
AR4536,AR,50.040000000000006,48.6,65.52,65.88,-1.4400000000000048,0.35999999999999943
AR4544,AR,NaN,NaN,NaN,NaN,NaN,NaN
AR4549,AR,56.16,71.46000000000001,74.33999999999999,70.38,15.300000000000011,-3.9599999999999937
AR4555,AR,47.52,47.52,60.839999999999996,60.839999999999996,0.0,0.0
AR4556,AR,45.18,46.08,56.34,58.67999999999999,0.8999999999999986,2.339999999999989
AR4559,AR,54.9,48.06,52.02,56.34,-6.839999999999996,4.32
AR4560,AR,56.52,47.88,65.34,65.52,-8.64,0.1799999999999926
AR4563,AR,50.400000000000006,49.86000000000001,51.84,51.84,-0.5399999999999991,0.0
AR4564,AR,52.02,49.86000000000001,49.68000000000001,51.84,-2.1599999999999966,2.1599999999999966
AR4565,AR,55.44,48.24,58.67999999999999,60.48,-7.199999999999996,1.8000000000000043
AR4569,AR,57.06,76.67999999999999,76.67999999999999,74.52,19.61999999999999,-2.1599999999999966
AR4571,AR,52.2,49.86000000000001,59.21999999999999,56.52,-2.3399999999999963,-2.6999999999999886
AR4576,AR,54.18,48.06,54.18,58.67999999999999,-6.119999999999997,4.499999999999993
AR4578,AR,52.02,49.86000000000001,65.34,67.68,-2.1599999999999966,2.3400000000000034
AR4579,AR,52.2,50.040000000000006,65.34,65.34,-2.1599999999999966,0.0
AR4580,AR,52.02,49.86000000000001,69.84,67.68,-2.1599999999999966,-2.1599999999999966
AR4581,AR,52.38000000000001,47.52,71.28,70.92,-4.8600000000000065,-0.35999999999999943
AR4582,AR,52.559999999999995,47.7,70.38,68.4,-4.859999999999992,-1.9799999999999898
AR4585,AR,49.86000000000001,47.52,58.67999999999999,58.67999999999999,-2.3400000000000034,0.0
AR4586,AR,52.38000000000001,47.52,58.67999999999999,58.67999999999999,-4.8600000000000065,0.0
AR4587,AR,49.86000000000001,47.52,58.67999999999999,56.34,-2.3400000000000034,-2.339999999999989
AR4588,AR,49.86000000000001,46.08,60.839999999999996,58.67999999999999,-3.7800000000000082,-2.1600000000000037
AR4593,AR,64.25999999999999,81.18,58.14,57.24,16.920000000000016,-0.8999999999999986
AR4594,AR,49.86000000000001,58.14,63.17999999999999,60.839999999999996,8.279999999999994,-2.3399999999999963
AR4595,AR,52.2,47.88,63.17999999999999,63.17999999999999,-4.32,0.0
AR4597,AR,54.36,47.52,63.17999999999999,63.17999999999999,-6.839999999999996,0.0
AR4598,AR,54.54,47.52,66.06,65.34,-7.019999999999996,-0.7199999999999989
AR4600,AR,52.02,50.040000000000006,67.68,67.68,-1.9799999999999969,0.0
AR4601,AR,54.36,47.52,69.84,69.84,-6.839999999999996,0.0
AR4602,AR,54.54,49.68000000000001,65.52,70.92,-4.859999999999992,5.400000000000006
AR4615,AR,52.2,78.84,69.84,69.84,26.64,0.0
AR4628,AR,52.2,45.72,67.68,67.68,-6.480000000000004,0.0
AR4643,AR,56.34,76.67999999999999,65.34,63.17999999999999,20.33999999999999,-2.160000000000011
AR4644,AR,49.86000000000001,48.06,61.739999999999995,63.17999999999999,-1.8000000000000043,1.4399999999999977
AR4664,AR,58.5,67.32,65.52,67.68,8.819999999999993,2.160000000000011
AR4666,AR,49.86000000000001,49.86000000000001,63.17999999999999,62.279999999999994,0.0,-0.8999999999999986
AR4696,AR,52.02,47.52,72.18,67.68,-4.5,-4.5
R1350,AR,48.24,69.12,58.67999999999999,58.67999999999999,20.880000000000003,0.0
R1351,AR,49.86000000000001,52.2,52.02,52.02,2.3399999999999963,0.0
R1352,AR,56.52,76.67999999999999,63.17999999999999,60.839999999999996,20.15999999999999,-2.3399999999999963
R1355,AR,49.68000000000001,50.580000000000005,63.17999999999999,63.9,0.8999999999999986,0.720000000000006
R1355_AMY25R1355ST1,AR,49.68000000000001,50.580000000000005,63.17999999999999,63.9,0.8999999999999986,0.720000000000006
